acceptedTaxonID,taxonRank,scientificName,organism_aggr,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,taxa.notes,tolerance,FFG,FFG2
BLESP1,genus,Blepharicera sp.,Blepharicera,Arthropoda,Hexapoda,Insecta,Diptera,Blephariceridae,Blepharicerinae,Blepharicerini,Blepharicera,NA,NA,0,scr,NA
BORGRI,species,Boreonectes griseostriatus,Boreonectes,Arthropoda,NA,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporini,Boreonectes,NA,NA,5,prd,NA
BORSP3,genus,Boreochlus sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Podonominae,Boreochlini,Boreochlus,NA,NA,6,cg,scr
BORSP4,genus,Boreoheptagyia sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Diamesinae,Boreoheptagyiini,Boreoheptagyia,NA,NA,6,cg,NA
BORSTR,species,Boreonectes striatellus,Boreonectes,Arthropoda,NA,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporini,Boreonectes,NA,NA,5,prd,NA
BOTVEJ,species,Bothrioneurum vejdovskyanum,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,NA,NA,Bothrioneurum,vejdovskyanum,NA,7,cg,NA
BOTVEJ,species,Bothrioneurum vejdovskyanum,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Rhyacodrilinae,NA,Bothrioneurum,vejdovskyanum,NA,7,cg,NA
BOTVEJ,species,Bothrioneurum vejdovskyanum,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Rhyacodrilinae,NA,Bothrioneurum,vejdovskyanum,NA,7,cg,NA
BOYSP,genus,Boyeria sp.,Boyeria,Arthropoda,Hexapoda,Insecta,Odonata,Aeshnidae,NA,NA,Boyeria,NA,NA,2,prd,NA
BOYVIN,species,Boyeria vinosa,Boyeria,Arthropoda,Hexapoda,Insecta,Odonata,Aeshnidae,NA,NA,Boyeria,vinosa,NA,2,prd,NA
BOYVIN,species,Boyeria vinosa,Boyeria,Arthropoda,Hexapoda,Insecta,Odonata,Aeshnidae,NA,NA,Boyeria,vinosa,NA,2,prd,NA
BRAAME,species,Brachycentrus americanus,Brachycentrus,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
BRADAD,species,Bratislavia dadayi,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Naidinae,NA,Bratislavia,NA,NA,8,cg,NA
BRANIG,species,Brachycentrus nigrosoma,Brachycentrus,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
BRAOCC,species,Brachycentrus occidentalis,Brachycentrus,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
BRASOW,species,Branchiura sowerbyi,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,NA,NA,Branchiura,sowerbyi,NA,6,cg,NA
BRASOW,species,Branchiura sowerbyi,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Rhyacodrilinae,NA,Branchiura,sowerbyi,NA,6,cg,NA
BRASOW,species,Branchiura sowerbyi,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Rhyacodrilinae,NA,Branchiura,sowerbyi,NA,6,cg,NA
BRASP10,genus,Brachypodopsis sp.,Brachypodopsis,Arthropoda,NA,Arachnida,Trombidiformes,Aturidae,NA,NA,Brachypodopsis,NA,NA,5,prd,NA
BRASP14,genus,Brachycentrus sp.,Brachycentrus,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
BRASP5,family,Brachycentridae sp.,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,NA,NA,NA,2,sh,NA
BRASP9,family,Branchiobdellidae sp.,leeches,Annelida,NA,Clitellata,Branchiobdellida,Branchiobdellidae,NA,NA,NA,NA,NA,6,cg,NA
BRISP,genus,Brillia sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Brillia,NA,NA,6,cg,NA
BRISP,genus,Brillia sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Brillia,NA,NA,6,cg,NA
BRUEUM,species,Brundiniella eumorpha,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Brundiniella,NA,NA,6,prd,NA
BRUSP,genus,Brundiniella sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Brundiniella,NA,NA,6,prd,NA
BRYSP4,genus,Bryelmis sp.,Bryelmis,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,Elminae,Elmini,Bryelmis,NA,NA,5,scr,NA
BUESP,genus,Buenoa sp.,Buenoa,Arthropoda,Hexapoda,Insecta,Hemiptera,Notonectidae,NA,NA,Buenoa,NA,NA,8,prd,NA
BUESP,genus,Buenoa sp.,Buenoa,Arthropoda,Hexapoda,Insecta,Hemiptera,Notonectidae,NA,NA,Buenoa,NA,NA,8,prd,NA
CAELAT,species,Caenis latipennis,Caenis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Caenidae,Caeninae,NA,Caenis,latipennis,NA,6,cg,scr
CAELAT,species,Caenis latipennis,Caenis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Caenidae,Caeninae,NA,Caenis,latipennis,NA,6,cg,scr
CAELAT,species,Caenis latipennis,Caenis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Caenidae,NA,NA,Caenis,latipennis,NA,6,cg,scr
CAESP2,family,Caenidae sp.,Caenidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Caenidae,NA,NA,NA,NA,NA,6,cg,NA
CAESP4,genus,Caecidotea sp.,Caecidotea,Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,NA,NA,Caecidotea,NA,NA,8,cg,sh
CAESP4,genus,Caecidotea sp.,Caecidotea,Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,NA,NA,Caecidotea,NA,NA,8,cg,sh
CAESP5,genus,Caenis sp.,Caenis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Caenidae,Caeninae,NA,Caenis,NA,NA,6,cg,NA
CALCAL,species,Calineuria californica,Calineuria,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Calineuria,NA,NA,2,prd,NA
CALSP14,genus,Callibaetis sp.,Callibaetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Callibaetis,NA,NA,7,cg,NA
CALSP15,genus,Calopteryx sp.,Calopteryx,Arthropoda,Hexapoda,Insecta,Odonata,Calopterygidae,NA,NA,Calopteryx,NA,NA,6,prd,NA
CALSP16,genus,Callicorixa sp.,Callicorixa,Arthropoda,Hexapoda,Insecta,Hemiptera,Corixidae,Corixinae,NA,Callicorixa,NA,NA,8,prd,NA
CALSP39,speciesGroup,Caloparyphus/Euparyphus sp.,Caloparyphus/Euparyphus,Arthropoda,Hexapoda,Insecta,Diptera,Stratiomyidae,Stratiomyinae,Oxycerini,Caloparyphus/Euparyphus,NA,NA,7,cg,NA
CALSP4,family,Calopterygidae sp.,Calopterygidae,Arthropoda,Hexapoda,Insecta,Odonata,Calopterygidae,NA,NA,NA,NA,NA,6,prd,NA
CAMDEC,species,Campeloma decisum,Campeloma,Mollusca,NA,Gastropoda,Mesogastropoda,Viviparidae,NA,NA,Campeloma,decisum,NA,6,scr,NA
CAMDEC,species,Campeloma decisum,Campeloma,Mollusca,NA,Gastropoda,Mesogastropoda,Viviparidae,NA,NA,Campeloma,decisum,NA,6,scr,NA
CAMSP1,family,Cambaridae sp.,crayfish,Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,NA,NA,NA,NA,NA,6,cg,om
CAMSP11,species,Cambarus sp.,crayfish,Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Cambarinae,NA,Cambarus,NA,NA,6,cg,om
CAMSP11,species,Cambarus sp.,crayfish,Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Cambarinae,NA,Cambarus,robustus,NA,6,cg,om
CAMSP11,species,Cambarus sp.,crayfish,Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,NA,NA,Cambarus,robustus,NA,6,cg,om
CAMWAR,species,Camelobaetidius warreni,Camelobaetidius,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Camelobaetidius,NA,NA,4,cg,NA
CAPSP2,family,Capniidae sp.,Capniidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,NA,NA,NA,NA,NA,3,sh,NA
CARALB,species,Cardiocladius albiplumus,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Cardiocladius,albiplumus,NA,5,prd,NA
CARSP14,genus,Cariboptila sp.,Cariboptila,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Protoptilinae,NA,Cariboptila,NA,NA,1,scr,NA
CARSP27,genus,Caribaetis sp.,Caribaetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Caribaetis,NA,NA,4,cg,NA
CARSP3,family,Carabidae sp.,Carabidae,Arthropoda,Hexapoda,Insecta,Coleoptera,Carabidae,NA,NA,NA,NA,NA,4,prd,NA
CARSP3,family,Carabidae sp.,Carabidae,Arthropoda,Hexapoda,Insecta,Coleoptera,Carabidae,NA,NA,unknown_carabid,NA,NA,4,prd,NA
CARSP9,genus,Cardiocladius sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Cardiocladius,NA,NA,5,prd,NA
CAUCOL,species,Caudatella columbiella,Caudatella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Caudatella,NA,NA,1,cg,scr
CAUHET,species,Caudatella heterocaudata,Caudatella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Caudatella,NA,NA,1,cg,scr
CAUHYS,species,Caudatella hystrix,Caudatella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Caudatella,NA,NA,1,cg,scr
CAUSP3,genus,Caudatella sp.,Caudatella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Caudatella,NA,NA,1,cg,scr
CENSP1,genus,Centroptilum sp.,Centroptilum,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Centroptilum,NA,NA,2,cg,scr
CENSP1,genus,Centroptilum sp.,Centroptilum,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Centroptilum,NA,NA,2,cg,scr
CERBRO,species,Ceratopsyche bronta,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,bronta,NA,6,cf,om
CERBRO,species,Ceratopsyche bronta,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,bronta,NA,6,cf,om
CERMAS,species,Cernotina mastelleri,Cernotina,Arthropoda,Hexapoda,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,NA,Cernotina,NA,NA,6,prd,NA
CERMOR,species,Ceratopsyche morosa,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,morosa,NA,6,cf,om
CERMOR,species,Ceratopsyche morosa,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,NA,6,cf,om
CERSLO,species,Ceratopsyche slossonae,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,slossonae,NA,4,cf,NA
CERSP10,subfamily,Ceratopogoninae sp.,Ceratopogoninae,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,NA,NA,NA,NA,6,prd,NA
CERSP11,species,Ceratopsyche sp.,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa_bronta,NA,6,cf,om
CERSP11,species,Ceratopsyche sp.,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,NA,6,cf,om
CERSP12,genus,Ceraclea sp.,Ceraclea,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Athripsodini,Ceraclea,NA,NA,3,cg,om
CERSP12,genus,Ceraclea sp.,Ceraclea,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Athripsodini,Ceraclea,NA,NA,3,cg,om
CERSP12,genus,Ceraclea sp.,Ceraclea,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,NA,NA,Ceraclea,NA,NA,3,cg,om
CERSP15,genus,Cernotina sp.,Cernotina,Arthropoda,Hexapoda,Insecta,Trichoptera,Polycentropodidae,NA,NA,Cernotina,NA,NA,6,prd,NA
CERSP15,genus,Cernotina sp.,Cernotina,Arthropoda,Hexapoda,Insecta,Trichoptera,Polycentropodidae,NA,NA,Cernotina,NA,NA,6,prd,NA
CERSP2,family,Ceratopogonidae sp.,Culicoides,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Culicoides,NA,NA,10,prd,cg
CERSP2,family,Ceratopogonidae sp.,Culicoides,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,NA,NA,NA,NA,NA,10,prd,cg
CERSP2,family,Ceratopogonidae sp.,Culicoides,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,NA,NA,NA,NA,NA,10,prd,cg
CERSPA1,species,Ceratopsyche sparna,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,sparna,NA,6,cf,om
CERSPA1,species,Ceratopsyche sparna,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,sparna,NA,6,cf,om
CERVEN1,species,Ceratopsyche ventura,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,ventura,NA,5,cf,NA
CHADIA,species,Chaetogaster diaphanus,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Naidinae,NA,Chaetogaster,NA,NA,7,prd,NA
CHADIA1,species,Chaetogaster diastrophus,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Naidinae,NA,Chaetogaster,NA,NA,7,prd,NA
CHASP12,genus,Chaetocladius sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Chaetocladius,NA,NA,6,cg,NA
CHASP14,genus,Chaetarthria sp.,Chaetarthria,Arthropoda,Hexapoda,Insecta,Coleoptera,Hydrophilidae,Hydrophilinae,Chaetarthriini,Chaetarthria,NA,NA,5,cg,prd
CHASP5,family,Chappuisididae sp.,Chappuisididae,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Chappuisididae,NA,NA,NA,NA,NA,5,prd,NA
CHASP9,subfamily,Chauliodinae sp.,Chauliodinae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,Chauliodinae,NA,NA,NA,NA,4,prd,NA
CHESP17,speciesGroup,Chelifera/Metachela sp.,Chelifera/Metachela,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,Hemerodromiinae,Hemerodromiini,Chelifera/Metachela,NA,NA,6,prd,NA
CHESP5,genus,Cheumatopsyche sp.,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
CHESP5,genus,Cheumatopsyche sp.,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
CHISP2,family,Chironomidae sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,midges,NA,NA,6,cg,om
CHISP2,family,Chironomidae sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,NA,6,cg,om
CHISP2,family,Chironomidae sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,NA,6,cg,om
CHISP6,tribe,Chironomini sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,NA,NA,NA,6,cg,NA
CHISP6,tribe,Chironomini sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,NA,NA,NA,6,cg,NA
CHISP7,species,Chimarra sp.,Chimarra,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,NA,NA,4,cf,NA
CHISP7,species,Chimarra sp.,Chimarra,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,obscurra,NA,4,cf,NA
CHISP7,species,Chimarra sp.,Chimarra,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,NA,NA,Chimarra,obscurra,NA,4,cf,NA
CHISP8,genus,Chironomus sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Chironomus,NA,NA,10,cg,NA
CHLSP,family,Chloroperlidae sp.,Chloroperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,NA,NA,NA,0,prd,NA
CHRSP3,family,Chrysomelidae sp.,Chrysomelidae,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,NA,NA,NA,NA,NA,4,sh,NA
CHRSP6,genus,Chrysops sp.,Chrysops,Arthropoda,Hexapoda,Insecta,Diptera,Tabanidae,Chrysopsinae,Chrysopsini,Chrysops,NA,NA,8,prd,NA
CHYCEN,species,Chyranda centralis,Chyranda,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Stenophylacini,Chyranda,NA,NA,1,sh,NA
CINSP,genus,Cinygma sp.,Cinygma,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Cinygma,NA,NA,2,scr,sh
CINSP1,genus,Cinygmula sp.,Cinygmula,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Cinygmula,NA,NA,2,scr,cg
CINSP1,genus,Cinygmula sp.,Cinygmula,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Cinygmula,NA,NA,2,scr,cg
CINSP2,genus,Cincinnatia sp.,Cincinnatia,Mollusca,NA,Gastropoda,Neotaenioglossa,Hydrobiidae,NA,NA,Cincinnatia,NA,NA,5,scr,NA
CLASP4,genus,Claassenia sp.,Claassenia,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Claassenia,NA,NA,3,prd,NA
CLASP4,genus,Claassenia sp.,Claassenia,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Claassenia,NA,NA,3,prd,NA
CLASP5,genus,Cladopelma sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Cladopelma,NA,NA,9,cg,NA
CLASP6,genus,Cladotanytarsus sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,NA,NA,5,cf,NA
CLASP9,genus,Clathrosperchon sp.,Clathrosperchon,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Rhynchohydracaridae,NA,NA,Clathrosperchon,NA,NA,5,prd,NA
CLEADD,species,Cleptelmis addenda,Cleptelmis,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,Elminae,Elmini,Cleptelmis,NA,NA,4,cg,NA
CLICLI,species,Clioperla clio,Clioperla,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Isoperlinae,NA,Clioperla,NA,NA,1,prd,NA
CLISP1,subfamily,Clinocerinae sp.,Clinocerinae,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,Clinocerinae,NA,NA,NA,NA,6,prd,NA
CLISP2,genus,Clinocera sp.,Clinocera,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,Clinocerinae,NA,Clinocera,NA,NA,6,prd,prc
CLISP2,genus,Clinocera sp.,Clinocera,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,Clinocerinae,NA,Clinocera,NA,NA,6,prd,prc
CLISP2,genus,Clinocera sp.,Clinocera,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Clinocera,NA,NA,6,prd,prc
CLISP3,genus,Climacia sp.,Climacia,Arthropoda,Hexapoda,Insecta,Neuroptera,Sisyridae,NA,NA,Climacia,NA,NA,5,prd,NA
CLISP3,genus,Clinotanypus sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Coelotanypodini,Clinotanypus,NA,NA,8,prd,NA
CLOSP,genus,Cloeon sp.,Cloeon,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Cloeon,NA,NA,4,cg,NA
CLOSP1,genus,Cloeodes sp.,Cloeodes,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Cloeodes,NA,NA,4,cg,scr
CNESP,genus,Cnephia sp.,Cnephia,Arthropoda,Hexapoda,Insecta,Diptera,Simuliidae,Simuliinae,Prosimuliini,Cnephia,NA,NA,2,cf,NA
COESP,family,Coenagrionidae sp.,Coenagrionidae,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,NA,NA,NA,NA,NA,8,prd,NA
COLSP1,order,Collembola sp.,Collembola,Arthropoda,Hexapoda,Collembola,Collembola,NA,NA,NA,NA,NA,NA,5,cg,NA
CONSP5,genus,Conchapelopia sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia,NA,NA,6,prd,NA
CONSP5,genus,Conchapelopia sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia,NA,NA,6,prd,NA
CONSP6,genus,Constempellina sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Constempellina,NA,NA,4,cg,NA
COPSP4,genus,Copelatus sp.,Copelatus,Arthropoda,Hexapoda,Insecta,Coleoptera,Dytiscidae,Copelatinae,Copelatini,Copelatus,NA,NA,5,prd,NA
CORDOR,species,Cordulegaster dorsalis,Cordulegaster,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,Cordulegaster,NA,NA,3,prd,NA
CORMAC,species,Cordulegaster maculata,Cordulegaster,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,Cordulegaster,NA,NA,3,prd,NA
CORSP1,superfamily,Corbiculoidea sp.,Corbiculoidea,Mollusca,NA,Bivalvia,Veneroida,NA,NA,NA,NA,NA,NA,6,cf,NA
CORSP17,genus,Cordulegaster sp.,Cordulegaster,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,Cordulegaster,NA,NA,3,prd,NA
CORSP17,genus,Cordulegaster sp.,Cordulegaster,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,Cordulegaster,NA,NA,3,prd,NA
CORSP19,genus,Corynoneura sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Corynoneura,NA,NA,4,cg,NA
CORSP19,genus,Corynoneura sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Corynoneura,NA,NA,4,cg,NA
CORSP20,genus,Corydalus sp.,Corydalus,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,Corydalinae,NA,Corydalus,NA,NA,4,prd,NA
CORSP20,genus,Corydalus sp.,Corydalus,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,Corydalinae,NA,Corydalus,NA,NA,4,prd,NA
CORSP20,genus,Corydalus sp.,Corydalus,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,NA,NA,Corydalus,NA,NA,4,prd,NA
CORSP24,genus,Corethrella sp.,Corethrella,Arthropoda,Hexapoda,Insecta,Diptera,Corethrellidae,NA,NA,Corethrella,NA,NA,6,prd,NA
CORSP27,genus,Corbicula sp.,Corbicula,Mollusca,NA,Bivalvia,Veneroida,Corbiculidae,NA,NA,Corbicula,NA,NA,8,cf,NA
CORSP29,genus,Corticacarus sp.,Corticacarus,Arthropoda,Chelicerata,Arachnida,Actinedida,Hygrobatidae,NA,NA,Corticacarus,NA,NA,8,prd,NA
CORSP3,family,Cordulegastridae sp.,Cordulegastridae,Arthropoda,Hexapoda,Insecta,Odonata,Cordulegastridae,NA,NA,NA,NA,NA,3,prd,NA
CORSP4,family,Corixidae sp.,Corixidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Corixidae,NA,NA,NA,NA,NA,5,prd,NA
CORSP5,family,Corydalidae sp.,Corydalidae,Arthropoda,Hexapoda,Insecta,Megaloptera,Corydalidae,NA,NA,NA,NA,NA,4,prd,NA
CORSP7,family,Corduliidae sp.,Corduliidae,Arthropoda,Hexapoda,Insecta,Odonata,Corduliidae,NA,NA,NA,NA,NA,2,prd,NA
CRASP2,family,Crangonyctidae sp.,Crangonyctidae,Arthropoda,Crustacea,Malacostraca,Amphipoda,Crangonyctidae,NA,NA,NA,NA,NA,4,cg,NA
CRASP3,family,Crambidae sp.,Crambidae,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,NA,NA,NA,NA,NA,5,sh,NA
CRASP3,family,Crambidae sp.,Crambidae,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,NA,NA,NA,NA,NA,5,sh,NA
CRASP3,family,Crambidae sp.,Crambidae,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,NA,NA,unknown_crambid,NA,NA,5,sh,NA
CRASP6,genus,Crangonyx sp.,Crangonyx,Arthropoda,Crustacea,Malacostraca,Amphipoda,Crangonyctidae,NA,NA,Crangonyx,NA,NA,4,cg,NA
CRIBIC,speciesGroup,Cricotopus bicinctus gr.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Cricotopus,NA,NA,7,cg,sh
CRIBIC1,species,Cricotopus bicinctus,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Cricotopus,NA,NA,7,cg,sh
CRINOS2,species,Cricotopus nostocicola,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Cricotopus,NA,NA,7,sh,NA
CRISP2,genus,Cricotopus sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Cricotopus,NA,NA,7,sh,NA
CRISP6,speciesGroup,Cricotopus/Orthocladius sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Cricotopus/Orthocladius,NA,NA,6,cg,NA
