siteID,date,year,startTime.UTC,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,mon.precip,mon.ADD
OKSR,2017-08-07,2017,20:05:00,run,modifiedKicknet,OKSR.20170807.KICKNET.1,midges,SYNSP3,1,0.25,4,6,cg,85.29,370.18491584027794
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Valvata,VALSP3,3,0.25,12,8,scr,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Nemouridae,NEMSP5,9,0.25,36,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Chelifera/Metachela,CHESP17,1,0.25,4,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,PARSP34,18,0.25,72,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,PARSP27,6,0.093,64.51612903225806,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,SYNSP3,6,0.25,24,6,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Simuliidae,SIMSP,25,0.25,100,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,midges,TANSP8,1,0.093,10.75268817204301,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Ephemerellidae,EPHSP1,3,0.25,12,2,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Chloroperlidae,CHLSP,2,0.093,21.50537634408602,0,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,ENCSP1,1,0.25,4,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,ENCSP1,1,0.25,4,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Chloroperlidae,CHLSP,1,0.093,10.75268817204301,0,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,6,0.25,24,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,6,0.25,24,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,Nemouridae,NEMSP5,12,0.25,48,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Rhyacophila,RHYSP3,1,0.25,4,1,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Simuliidae,SIMSP,1,0.25,4,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,PARSP27,12,0.093,129.03225806451613,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,midges,TANSP11,3,0.093,32.25806451612903,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,Nemouridae,NEMSP5,2,0.093,21.50537634408602,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,TANSP11,4,0.25,16,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,midges,KRESP1,16,0.093,172.04301075268816,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,6,0.25,24,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,6,0.25,24,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,SYNSP3,24,0.25,96,6,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,CRISP2,8,0.25,32,7,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,NEOSP32,1,0.093,10.75268817204301,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,segmented_worms,ENCSP1,1,0.25,4,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,segmented_worms,ENCSP1,1,0.25,4,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,segmented_worms,ENCSP1,1,0.093,10.75268817204301,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,segmented_worms,ENCSP1,1,0.093,10.75268817204301,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,midges,SYNSP3,1,0.093,10.75268817204301,6,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Valvata,VALSP3,1,0.093,10.75268817204301,8,scr,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Plumiperla,PLUDIV,3,0.093,32.25806451612903,1,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,midges,EUKBRE1,1,0.25,4,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,segmented_worms,ENCSP1,2,0.25,8,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,segmented_worms,ENCSP1,2,0.25,8,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,midges,RHESP2,2,0.093,21.50537634408602,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,KRESP1,176,0.25,704,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Lebertia,LEBSP1,35,0.25,140,8,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,Nematoda,NEMSP,3,0.093,32.25806451612903,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,CONSP6,1,0.093,10.75268817204301,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,Ephemerellidae,EPHSP1,1,0.093,10.75268817204301,2,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,Simuliidae,SIMSP,4,0.25,16,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,midges,CORSP19,7,0.25,28,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Nemouridae,NEMSP5,1,0.25,4,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Chloroperlidae,CHLSP,1,0.25,4,0,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Nemouridae,NEMSP5,4,0.25,16,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,3,0.25,12,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,3,0.25,12,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,midges,CRISP6,1,0.093,10.75268817204301,6,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Plumiperla,PLUDIV,7,0.25,28,1,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Nemouridae,NEMSP5,11,0.093,118.27956989247312,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,CRISP6,12,0.25,48,6,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,Nematoda,NEMSP,4,0.093,43.01075268817204,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Simuliidae,SIMSP,1,0.093,10.75268817204301,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,THIGRO,24,0.25,96,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,PARSP26,12,0.25,48,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,segmented_worms,NAISP,2,0.093,21.50537634408602,8,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,segmented_worms,NAISP,2,0.093,21.50537634408602,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,segmented_worms,NAISP,2,0.093,21.50537634408602,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,segmented_worms,NAISP,2,0.093,21.50537634408602,8,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,segmented_worms,NAISP,2,0.093,21.50537634408602,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Simuliidae,SIMSP,36,0.093,387.0967741935484,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Nematoda,NEMSP,7,0.093,75.26881720430107,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,Lebertia,LEBSP1,54,0.25,216,8,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,midges,PARSP34,1,0.25,4,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Plumiperla,PLUDIV,4,0.25,16,1,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,midges,CORSP19,2,0.093,21.50537634408602,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,Valvata,VALSP3,12,0.25,48,8,scr,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,midges,KRESP1,7,0.25,28,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Tipula,TIPSP3,1,0.093,10.75268817204301,6,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Tipula,TIPSP3,1,0.093,10.75268817204301,6,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Clinocera,CLISP2,1,0.25,4,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Clinocera,CLISP2,1,0.25,4,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,THIGRO,6,0.25,24,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,SYNSP3,4,0.25,16,6,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,midges,LIMSP23,1,0.25,4,8,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,midges,CONSP6,67,0.25,268,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Simuliidae,SIMSP,1,0.25,4,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,LIMSP23,11,0.093,118.27956989247312,8,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,midges,CONSP6,5,0.093,53.763440860215056,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,midges,LIMSP23,2,0.25,8,8,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,PARSP26,1,0.093,10.75268817204301,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,segmented_worms,LUMSP2,20,0.25,80,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,segmented_worms,LUMSP2,20,0.25,80,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,PSESP29,1,0.093,10.75268817204301,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Ceratopogoninae,CERSP10,1,0.093,10.75268817204301,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,EURSP5,6,0.25,24,6,NA,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,KRESP1,56,0.25,224,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,midges,CONSP6,7,0.25,28,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,Feltria,FELSP1,72,0.25,288,5,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,ENCSP1,1,0.25,4,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,ENCSP1,1,0.25,4,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,midges,CLASP6,1,0.25,4,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Chloroperlidae,CHLSP,1,0.25,4,0,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,NEOSP32,162,0.25,648,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,CLASP6,40,0.25,160,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,midges,KRESP1,70,0.25,280,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,midges,CORSP19,1,0.093,10.75268817204301,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Nemouridae,NEMSP5,1,0.093,10.75268817204301,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Nematoda,NEMSP,4,0.25,16,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Prostoia,PROBES,3,0.25,12,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,midges,NEOSP32,3,0.25,12,6,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,midges,KRESP1,1,0.25,4,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,CONSP6,264,0.25,1056,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Nemouridae,NEMSP5,3,0.25,12,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,midges,LIMSP23,1,0.25,4,8,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Nematoda,NEMSP,5,0.25,20,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Capniidae,CAPSP2,1,0.093,10.75268817204301,3,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Limnephilidae,LIMSP5,1,0.093,10.75268817204301,4,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.5,Capniidae,CAPSP2,1,0.25,4,3,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,midges,CONSP6,9,0.093,96.7741935483871,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Nematoda,NEMSP,2,0.25,8,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,Empididae,EMPSP,1,0.093,10.75268817204301,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,Nemouridae,NEMSP5,10,0.25,40,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,midges,CONSP6,48,0.093,516.1290322580645,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Simuliidae,SIMSP,3,0.093,32.25806451612903,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,Tipula,TIPSP3,4,0.25,16,6,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,Tipula,TIPSP3,4,0.25,16,6,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,midges,PARSP26,1,0.093,10.75268817204301,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,Chloroperlidae,CHLSP,1,0.093,10.75268817204301,0,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,midges,KRESP1,5,0.25,20,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Valvata,VALSP3,1,0.093,10.75268817204301,8,scr,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,segmented_worms,ENCSP1,2,0.093,21.50537634408602,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,segmented_worms,ENCSP1,2,0.093,21.50537634408602,10,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.1,Simuliidae,SIMSP,1,0.093,10.75268817204301,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,midges,THIGRO,8,0.25,32,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,Plumiperla,PLUDIV,12,0.25,48,1,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,segmented_worms,LUMSP2,2,0.25,8,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,segmented_worms,LUMSP2,2,0.25,8,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,midges,PARSP26,2,0.093,21.50537634408602,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,Prostoia,PROBES,16,0.25,64,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.6,midges,THIGRO,8,0.25,32,6,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,Chloroperlidae,CHLSP,1,0.093,10.75268817204301,0,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,midges,CONSP6,3,0.25,12,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,midges,CORSP19,4,0.25,16,4,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,midges,CLASP6,78,0.25,312,5,cf,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Nemouridae,NEMSP5,1,0.25,4,2,sh,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.4,Plumiperla,PLUDIV,1,0.093,10.75268817204301,1,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,Lebertia,LEBSP1,7,0.25,28,8,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,Nematoda,NEMSP,30,0.25,120,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,riffle,surber,OKSR.20180616.SURBER.7,midges,KRESP1,1,0.093,10.75268817204301,1,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.8,Plumiperla,PLUDIV,12,0.25,48,1,prd,41.74,38.519624710969865
OKSR,2018-06-16,2018,19:39:00,run,modifiedKicknet,OKSR.20180616.KICKNET.3,segmented_worms,LUMSP2,4,0.25,16,5,cg,41.74,38.519624710969865
