siteID,date,year,startTime.UTC,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,mon.precip,mon.ADD
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.3,midges,TANSP11,1,0.08,12.5,6,cf,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,core,MAYF.20180326.CORE.2,midges,PARSP31,1,0.006,166.66666666666666,7,cg,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.3,midges,STESP8,1,0.08,12.5,5,cg,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,core,MAYF.20180326.CORE.2,midges,RHESP4,1,0.006,166.66666666666666,0,cg,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.1,midges,POLCON1,3,0.104,28.846153846153847,6,sh,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.1,midges,ORTSP1,1,0.104,9.615384615384615,6,cg,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.3,midges,UNNMUL,1,0.08,12.5,4,cg,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,core,MAYF.20180326.CORE.2,midges,ROBDEM,1,0.006,166.66666666666666,6,cg,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.1,Leuctridae,LEUSP2,8,0.104,76.92307692307692,0,sh,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.1,midges,TANSP11,20,0.104,192.30769230769232,6,cf,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.1,midges,THISP2,8,0.104,76.92307692307692,5,cg,72.61,398.1915318525793
MAYF,2018-03-26,2018,14:50:00,run,snag,MAYF.20180326.SNAG.5,Leuctra,LEUSP8,3,0.063,47.61904761904762,0,sh,72.61,398.1915318525793
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,TANSP11,18,0.174,103.44827586206897,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,ABLSP,1,0.11,9.090909090909092,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,segmented_worms,ENCSP1,1,0.179,5.58659217877095,10,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Oecetis,OECSP,1,0.179,5.58659217877095,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,segmented_worms,PRILEI,1,0.11,9.090909090909092,8,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Maccaffertium,MACSP11,1,0.05,20,2,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Leuctra,LEUSP8,15,0.11,136.36363636363637,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Gomphidae,GOMSP,1,0.05,20,4,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,THIGRO,1,0.174,5.74712643678161,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,LIMSP23,1,0.11,9.090909090909092,8,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,STEPER,1,0.05,20,7,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,RHESP1,6,0.174,34.48275862068966,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,STEPER,1,0.174,5.74712643678161,7,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,THIGRO,1,0.179,5.58659217877095,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,TANSP11,3,0.05,60,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Aturidae,ATUSP,1,0.05,20,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Nematoda,NEMSP,1,0.11,9.090909090909092,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Atractides,ATRSP3,1,0.11,9.090909090909092,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Perlesta,PERSP6,1,0.05,20,4,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Eurylophella,EURSP4,1,0.11,9.090909090909092,2,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Libellulidae,LIBSP,1,0.179,5.58659217877095,9,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,POLSP13,1,0.11,9.090909090909092,6,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,STEPER,3,0.174,17.24137931034483,7,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,THIGRO,1,0.11,9.090909090909092,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,midges,PENSP6,1,0.142,7.042253521126761,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,PARSP26,1,0.05,20,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Leptophlebiidae,LEPSP4,1,0.11,9.090909090909092,4,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,POLSCA,2,0.179,11.1731843575419,6,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Anisocentropus,ANIPYR,1,0.11,9.090909090909092,1,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Lype,LYPDIV,1,0.11,9.090909090909092,2,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,POLSP13,1,0.179,5.58659217877095,6,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,crayfish,CAMSP1,1,0.05,20,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Hemiptera,HEMSP1,1,0.11,9.090909090909092,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,core,MAYF.20180726.CORE.2,midges,POLSCA,1,0.006,166.66666666666666,6,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Stenelmis,STESP6,3,0.05,60,5,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,LIMSP23,1,0.05,20,8,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Gomphidae,GOMSP,1,0.174,5.74712643678161,4,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Leptoceridae,LEPSP7,3,0.11,27.272727272727273,3,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Leptoceridae,LEPSP7,3,0.11,27.272727272727273,4,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,ZAVSP,4,0.05,80,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,Torrenticola,TORSP6,1,0.142,7.042253521126761,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,THIGRO,4,0.05,80,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,segmented_worms,LUMSP2,1,0.11,9.090909090909092,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,segmented_worms,PRIJEN,1,0.05,20,8,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,PARSP26,7,0.11,63.63636363636363,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Maccaffertium,MACSP11,1,0.11,9.090909090909092,2,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,RHESP1,1,0.11,9.090909090909092,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Oribatida,ORISP1,1,0.179,5.58659217877095,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Albia,ALBSP2,1,0.05,20,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,PENSP7,1,0.11,9.090909090909092,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,THIGRO,50,0.174,287.35632183908046,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,RHEEXI,6,0.05,120,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,STESP8,3,0.05,60,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Leptoceridae,LEPSP7,1,0.174,5.74712643678161,3,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Leptoceridae,LEPSP7,1,0.174,5.74712643678161,4,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,Hydroptilidae,HYDSP5,1,0.142,7.042253521126761,2,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,RHEPEL,1,0.11,9.090909090909092,4,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,RHEEXI,3,0.05,60,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Dixidae,DIXSP,1,0.11,9.090909090909092,2,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,TANSP11,3,0.11,27.272727272727273,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,TANSP11,19,0.174,109.19540229885058,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,CORSP19,1,0.11,9.090909090909092,4,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,core,MAYF.20180726.CORE.1,NA,NA,NA,0.006,NA,NA,NA,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Hemerodromia,HEMSP4,17,0.05,340,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Oecetis,OECSP,5,0.174,28.73563218390805,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Anchytarsus,ANCBIC,1,0.11,9.090909090909092,3,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Leuctra,LEUSP8,1,0.174,5.74712643678161,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Eurylophella,EURSP4,3,0.179,16.75977653631285,2,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,RHESP1,8,0.05,160,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Leuctra,LEUSP8,4,0.11,36.36363636363637,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Leuctra,LEUSP8,1,0.179,5.58659217877095,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Sperchonopsis,SPESP5,4,0.174,22.98850574712644,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,ZAVSP,3,0.11,27.272727272727273,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,Hemerodromia,HEMSP4,1,0.142,7.042253521126761,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Leuctra,LEUSP8,3,0.174,17.24137931034483,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,segmented_worms,ENCSP1,1,0.11,9.090909090909092,10,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Leptophlebiidae,LEPSP4,1,0.179,5.58659217877095,4,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,RHEPEL,3,0.11,27.272727272727273,4,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,TANSP11,8,0.05,160,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,TANSP11,7,0.179,39.10614525139665,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,THIGRO,1,0.05,20,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Ancyronyx,ANCVAR1,3,0.05,60,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Hydropsyche,HYDSP23,1,0.05,20,3,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Hydropsyche,HYDSP23,1,0.05,20,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Leuctridae,LEUSP2,4,0.05,80,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,POLAVI,6,0.05,120,4,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,THIGRO,2,0.174,11.49425287356322,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Prostoma,PROSP37,1,0.05,20,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Tabanidae,TABSP1,1,0.11,9.090909090909092,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Oecetis,OECSP,1,0.174,5.74712643678161,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Nyctiophylax,NYCSP,1,0.174,5.74712643678161,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Leuctra,LEUSP8,1,0.11,9.090909090909092,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,POLSCA,5,0.11,45.45454545454545,6,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,Tallaperla,TALSP1,1,0.142,7.042253521126761,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Leuctra,LEUSP8,3,0.05,60,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Atractides,ATRSP3,3,0.05,60,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Hydropsychidae,HYDSP4,18,0.05,360,5,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Pteronarcys,PTESP8,1,0.05,20,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,RHESP1,2,0.174,11.49425287356322,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,POLSCA,1,0.179,5.58659217877095,6,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Ancyronyx,ANCVAR1,1,0.174,5.74712643678161,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Mayatrichia,MAYSP,3,0.05,60,6,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,STESP10,1,0.179,5.58659217877095,4,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,TANSP11,10,0.11,90.9090909090909,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,LABSP,3,0.11,27.272727272727273,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Gomphidae,GOMSP,2,0.11,18.181818181818183,4,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Acroneuria,ACRSP4,1,0.05,20,0,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,STESP8,1,0.05,20,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Anchytarsus,ANCBIC,1,0.179,5.58659217877095,3,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,core,MAYF.20180726.CORE.3,midges,DICSP7,1,0.006,166.66666666666666,8,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Caenis,CAESP5,1,0.05,20,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Maccaffertium,MACSP11,2,0.11,18.181818181818183,2,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Anchytarsus,ANCBIC,1,0.05,20,3,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Anisoptera,ANISP1,4,0.05,80,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Ceratopogoninae,CERSP10,2,0.174,11.49425287356322,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Oecetis,OECSP,2,0.11,18.181818181818183,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Nematoda,NEMSP,1,0.05,20,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,segmented_worms,ENCSP1,4,0.05,80,10,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Anisocentropus,ANIPYR,2,0.179,11.1731843575419,1,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,NANSP1,1,0.11,9.090909090909092,7,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,CHISP6,1,0.11,9.090909090909092,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,CRISP6,2,0.174,11.49425287356322,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,TANSP11,1,0.179,5.58659217877095,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Lype,LYPDIV,1,0.174,5.74712643678161,2,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,NILSP1,3,0.174,17.24137931034483,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,PARSP26,1,0.179,5.58659217877095,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,midges,PARSP26,1,0.142,7.042253521126761,5,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Torrenticola,TORSP6,1,0.179,5.58659217877095,5,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Hydroptilidae,HYDSP5,1,0.05,20,2,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,RHESP1,1,0.05,20,6,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Hetaerina,HETSP7,1,0.179,5.58659217877095,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Ephemeridae,EPHSP2,2,0.179,11.1731843575419,2,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,Leuctra,LEUSP8,2,0.174,11.49425287356322,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Ephemeroptera,EPHSP,2,0.11,18.181818181818183,NA,NA,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Leuctra,LEUSP8,14,0.05,280,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,NILFIM,1,0.05,20,4,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Ceratopogoninae,CERSP10,1,0.11,9.090909090909092,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,segmented_worms,NAISP,1,0.11,9.090909090909092,8,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,segmented_worms,NAISP,1,0.11,9.090909090909092,10,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,ABLMAL,1,0.11,9.090909090909092,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,midges,RHESP4,1,0.142,7.042253521126761,0,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,THIGRO,3,0.179,16.75977653631285,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Mayatrichia,MAYSP,1,0.179,5.58659217877095,6,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,CRYSP2,1,0.174,5.74712643678161,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,LABSP,1,0.179,5.58659217877095,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,midges,ABLSP,1,0.179,5.58659217877095,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Hemerodromia,HEMSP4,1,0.11,9.090909090909092,6,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Stenelmis,STESP6,1,0.11,9.090909090909092,5,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.4,midges,POLSCA,1,0.142,7.042253521126761,6,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,midges,KRESP1,1,0.05,20,1,cg,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.3,Leuctra,LEUSP8,9,0.179,50.279329608938546,0,sh,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,MICPED,1,0.11,9.090909090909092,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.5,midges,TANSP11,1,0.174,5.74712643678161,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,Lebertia,LEBSP1,1,0.11,9.090909090909092,8,prd,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Hydropsyche,HYDSP23,16,0.05,320,3,scr,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,run,snag,MAYF.20180726.SNAG.2,Hydropsyche,HYDSP23,16,0.05,320,6,cf,96.49000000000001,NA
MAYF,2018-07-26,2018,14:17:00,riffle,snag,MAYF.20180726.SNAG.1,midges,CORSP19,2,0.11,18.181818181818183,4,cg,96.49000000000001,NA
