siteID,date,year,startTime.UTC,season,sampleTime,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,mon.precip
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,POLSP13,2,0.093,21.50537634,6,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Rhabdomastix,RHASP4,1,0.093,10.75268817,3,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,midges,CRISP6,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,CHASP12,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Baetis,BAEBIC,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Lepidostoma,LEPSP20,1,0.093,10.75268817,1,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Hydropsyche,HYDSP23,2,0.093,21.50537634,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Hydropsyche,HYDSP23,2,0.093,21.50537634,6,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Heterlimnius,HETCOR,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Chloroperlidae,CHLSP,3,0.093,32.25806452,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Zaitzevia,ZAISP,1,0.093,10.75268817,4,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,ZAVSP,1,0.093,10.75268817,8,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Baetis,BAESP2,2,0.093,21.50537634,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Zaitzevia,ZAISP,3,0.093,32.25806452,4,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Heptageniidae,HEPSP,3,0.093,32.25806452,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Dolophilodes,DOLSP2,1,0.093,10.75268817,0,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Dolophilodes,DOLSP2,1,0.093,10.75268817,0,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Cryptolabis,CRYSP4,1,0.093,10.75268817,3,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Collembola,COLSP1,3,0.093,32.25806452,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Leptophlebiidae,LEPSP4,8,0.093,86.02150538,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,LARSP,11,0.093,118.2795699,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Rhyacophila,RHYSP3,5,0.093,53.76344086,1,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Paraperla,PARSP16,1,0.093,10.75268817,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,midges,RHESP1,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Cinygmula,CINSP1,8,0.093,86.02150538,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Epeorus,EPESP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Lepidostoma,LEPSP20,1,0.093,10.75268817,1,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Chloroperlidae,CHLSP,1,0.093,10.75268817,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Cryptolabis,CRYSP4,1,0.093,10.75268817,3,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,EURSP5,1,0.093,10.75268817,6,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Chloroperlidae,CHLSP,5,0.093,53.76344086,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Ephemerellidae,EPHSP1,7,0.093,75.2688172,2,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Neophylax,NEOSP13,1,0.093,10.75268817,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Neophylax,NEOSP13,1,0.093,10.75268817,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,MICSP6,1,0.093,10.75268817,7,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Baetidae,BAESP,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Lebertia,LEBSP1,1,0.093,10.75268817,8,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Baetis,BAESP2,4,0.093,43.01075269,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Torrenticola,TORSP6,3,0.093,32.25806452,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Ameletus,AMESP2,4,0.093,43.01075269,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Ameletus,AMESP2,4,0.093,43.01075269,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Ameletus,AMESP2,4,0.093,43.01075269,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Baetis,BAEBIC,4,0.093,43.01075269,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Ephemerella,EPHTIB,2,0.093,21.50537634,1,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Plecoptera,PLESP,3,0.093,32.25806452,2,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Lepidostoma,LEPSP20,1,0.093,10.75268817,1,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Rhyacophila,RHYSP3,1,0.093,10.75268817,1,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,RHESP1,2,0.093,21.50537634,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,midges,TANSP11,3,0.093,32.25806452,6,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Chloroperlidae,CHLSP,5,0.093,53.76344086,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Cinygmula,CINSP1,2,0.093,21.50537634,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,midges,PARSP26,5,0.093,53.76344086,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,CRISP6,2,0.093,21.50537634,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,PARSP29,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Leptophlebiidae,LEPSP4,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Nemouridae,NEMSP5,3,0.093,32.25806452,2,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,midges,PARSP29,12,0.093,129.0322581,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Zaitzevia,ZAISP,2,0.093,21.50537634,4,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,CHASP12,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,CRISP6,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Epeorus,EPESP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Chloroperlidae,CHLSP,8,0.093,86.02150538,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Baetis,BAEBIC,5,0.093,53.76344086,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Neoleptophlebia,NEOSP69,1,0.093,10.75268817,1,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Neoleptophlebia,NEOSP69,1,0.093,10.75268817,1,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Truncatelloidea,TRUSP,1,0.093,10.75268817,NA,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Cinygmula,CINSP1,1,0.093,10.75268817,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,midges,PARSP26,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Hexatoma,HEXSP3,1,0.093,10.75268817,2,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Neophylax,NEOSPL,1,0.093,10.75268817,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Acari,ACASP1,1,0.093,10.75268817,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,midges,PARSP29,3,0.093,32.25806452,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Bezzia,BEZSP1,1,0.093,10.75268817,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Bezzia,BEZSP1,1,0.093,10.75268817,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Epeorus,EPESP,6,0.093,64.51612903,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,midges,STESP10,27,0.093,290.3225806,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Testudacarus,TESSP1,1,0.093,10.75268817,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Drunella,DRUCOL,1,0.093,10.75268817,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Chloroperlidae,CHLSP,5,0.093,53.76344086,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,19,0.093,204.3010753,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,19,0.093,204.3010753,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,19,0.093,204.3010753,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Drunella,DRUSP,19,0.093,204.3010753,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,EURSP5,3,0.093,32.25806452,6,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Rhyacophila,RHYSP3,1,0.093,10.75268817,1,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Glossosoma,GLOSP3,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Glossosoma,GLOSP3,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,SYNSP3,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Cinygmula,CINSP1,1,0.093,10.75268817,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Eucapnopsis,EUCBRE,1,0.093,10.75268817,1,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,midges,PSESP15,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Cinygmula,CINSP1,1,0.093,10.75268817,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,CRISP6,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Ephemeroptera,EPHSP,1,0.093,10.75268817,NA,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Rhithrogena,RHISP4,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,SYNSP3,5,0.093,53.76344086,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,CRISP2,1,0.093,10.75268817,7,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Aturidae,ATUSP,1,0.093,10.75268817,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Limnephilidae,LIMSP5,2,0.093,21.50537634,4,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Heterlimnius,HETCOR,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Epeorus,EPESP,7,0.093,75.2688172,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Baetis,BAESP2,2,0.093,21.50537634,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Trichoptera,TRISP,1,0.093,10.75268817,4,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Rhithrogena,RHISP4,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,PARSP26,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Heterlimnius,HETCOR,4,0.093,43.01075269,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Leuctridae,LEUSP2,1,0.093,10.75268817,0,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,TANSP11,1,0.093,10.75268817,6,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,SYNSP3,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Baetis,BAEBIC,2,0.093,21.50537634,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,THISP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ephemeroptera,EPHSP,3,0.093,32.25806452,NA,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,LARSP,8,0.093,86.02150538,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,RHESP1,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Hydropsyche,HYDSP23,3,0.093,32.25806452,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Hydropsyche,HYDSP23,3,0.093,32.25806452,6,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Chloroperlidae,CHLSP,3,0.093,32.25806452,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Limnephilidae,LIMSP5,6,0.093,64.51612903,4,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Torrenticola,TORSP6,13,0.093,139.7849462,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Truncatelloidea,TRUSP,2,0.093,21.50537634,NA,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Ephemerellidae,EPHSP1,2,0.093,21.50537634,2,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,TANSP11,3,0.093,32.25806452,6,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Epeorus,EPESP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Aturus,ATUSP1,4,0.093,43.01075269,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Cinygmula,CINSP1,1,0.093,10.75268817,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Limnephilidae,LIMSP5,3,0.093,32.25806452,4,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,KRESP1,21,0.093,225.8064516,1,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Heterlimnius,HETCOR,3,0.093,32.25806452,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Collembola,COLSP1,4,0.093,43.01075269,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Truncatelloidea,TRUSP,1,0.093,10.75268817,NA,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Lepidostoma,LEPSP20,3,0.093,32.25806452,1,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Baetis,BAEBIC,2,0.093,21.50537634,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Leptophlebiidae,LEPSP4,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,EUKBRE1,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,THIGRO,5,0.093,53.76344086,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Torrenticola,TORSP6,2,0.093,21.50537634,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Kathroperla,KATSP1,1,0.093,10.75268817,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Aturidae,ATUSP,6,0.093,64.51612903,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Epeorus,EPESP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Chloroperlidae,CHLSP,3,0.093,32.25806452,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Plecoptera,PLESP,4,0.093,43.01075269,2,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Epeorus,EPESP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Drunella,DRUSP,4,0.093,43.01075269,0,scr,NA
