siteID,date,year,startTime.UTC,season,sampleTime,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Torrenticola,TORSP6,1,0.093,10.75268817204301,5,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Plecoptera,PLESP,3,0.093,32.25806451612903,2,NA
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,Torrenticola,TORSP6,8,0.086,93.0232558139535,5,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,midges,TVEBAV,1,0.093,10.75268817204301,4,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,segmented_worms,ENCSP1,1,0.093,10.75268817204301,10,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Empididae,EMPSP,3,0.093,32.25806451612903,6,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,Yoraperla,YORSP,2,0.086,23.255813953488374,1,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,midges,ORTSP1,1,0.086,11.627906976744187,6,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,midges,TANSP8,1,0.093,10.75268817204301,6,cf
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Epeorus,EPESP,1,0.093,10.75268817204301,0,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Rhyacophila,RHYBRU,1,0.093,10.75268817204301,1,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,midges,THIGRO,5,0.093,53.763440860215056,6,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,midges,LARSP,2,0.086,23.255813953488374,6,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Ameletus,AMESP2,4,0.093,43.01075268817204,0,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Rhithrogena,RHISP4,9,0.093,96.7741935483871,0,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,midges,BRISP,2,0.093,21.50537634408602,6,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Dicranota,DICSP6,1,0.093,10.75268817204301,3,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Ephemerella,EPHSP4,1,0.093,10.75268817204301,1,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,midges,PARSP26,1,0.093,10.75268817204301,5,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Perlidae,PERSP1,1,0.093,10.75268817204301,3,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,midges,TVEBAV,4,0.093,43.01075268817204,4,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Rhyacophila,RHYBET,3,0.093,32.25806451612903,1,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,Visoka,VISCAT,1,0.086,11.627906976744187,0,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Heterlimnius,HETCOR,3,0.093,32.25806451612903,4,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Ephemerellidae,EPHSP1,1,0.093,10.75268817204301,2,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,Atractides,ATRSP3,3,0.086,34.88372093023256,8,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Micrasema,MICSP3,1,0.093,10.75268817204301,2,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,midges,BRISP,1,0.093,10.75268817204301,6,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,midges,TANSP11,1,0.086,11.627906976744187,6,cf
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,Lara,LARSP1,1,0.086,11.627906976744187,4,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Rhyacophila,RHYBET,NA,0.093,NA,1,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,Hydropsychidae,HYDSP4,1,0.086,11.627906976744187,5,cf
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Heptageniidae,HEPSP,3,0.093,32.25806451612903,3,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,Dicranota,DICSP6,2,0.086,23.255813953488374,3,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,Ameletus,AMESP2,3,0.086,34.88372093023256,0,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,segmented_worms,ENCSP1,4,0.093,43.01075268817204,10,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,Paraleptophlebia,PARSP14,1,0.086,11.627906976744187,1,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,Heterlimnius,HETCOR,3,0.086,34.88372093023256,4,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,Tipula,TIPSP3,1,0.086,11.627906976744187,6,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Elmidae,ELMSP,1,0.093,10.75268817204301,5,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Megarcys,MEGSP7,1,0.093,10.75268817204301,2,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Ephemerellidae,EPHSP1,1,0.093,10.75268817204301,2,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Capniidae,CAPSP2,1,0.093,10.75268817204301,3,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,Baetis,BAETRI,11,0.086,127.90697674418605,6,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,midges,STESP10,13,0.086,151.16279069767444,4,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Pteronarcys,PTESP8,1,0.093,10.75268817204301,0,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Chloroperlidae,CHLSP,4,0.093,43.01075268817204,0,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Drunella,DRUDOD,8,0.093,86.02150537634408,0,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,Nematoda,NEMSP,1,0.086,11.627906976744187,5,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Stygothrombium,STYSP11,4,0.093,43.01075268817204,5,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Torrenticola,TORSP6,1,0.093,10.75268817204301,5,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Perlidae,PERSP1,3,0.093,32.25806451612903,3,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,Chloroperlidae,CHLSP,8,0.086,93.0232558139535,0,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,midges,LARSP,1,0.093,10.75268817204301,6,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Visoka,VISCAT,4,0.093,43.01075268817204,0,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Drunella,DRUSPI,7,0.093,75.26881720430107,0,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,Dicranota,DICSP6,1,0.086,11.627906976744187,3,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Nematoda,NEMSP,6,0.093,64.51612903225806,5,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,Zapada,ZAPSP,16,0.086,186.046511627907,2,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Zapada,ZAPSP,136,0.093,1462.3655913978496,2,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,Drunella,DRUSPI,4,0.086,46.51162790697675,0,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Elmidae,ELMSP,1,0.093,10.75268817204301,5,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,Ameletus,AMESP2,4,0.086,46.51162790697675,0,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Perlodidae,PERSP2,13,0.093,139.78494623655914,2,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.02,Leuctridae,LEUSP2,4,0.086,46.51162790697675,0,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,midges,TVEBAV,2,0.093,21.50537634408602,4,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Drunella,DRUDOD,3,0.093,32.25806451612903,0,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,midges,RHEEXI,4,0.093,43.01075268817204,6,cf
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Zapada,ZAPSP,7,0.093,75.26881720430107,2,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Chloroperlidae,CHLSP,8,0.093,86.02150537634408,0,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Rhithrogena,RHISP4,3,0.093,32.25806451612903,0,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,Bezzia,BEZSP1,1,0.086,11.627906976744187,6,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,midges,ZAVSP,23,0.086,267.4418604651163,8,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Caudatella,CAUSP3,1,0.093,10.75268817204301,1,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Rhyacophila,RHYSP3,2,0.093,21.50537634408602,1,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Caudatella,CAUSP3,3,0.093,32.25806451612903,1,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Leuctridae,LEUSP2,1,0.093,10.75268817204301,0,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Baetis,BAETRI,4,0.093,43.01075268817204,6,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,midges,LARSP,4,0.086,46.51162790697675,6,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,midges,MICSP6,3,0.093,32.25806451612903,7,cf
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Yoraperla,YORSP,8,0.093,86.02150537634408,1,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.03,segmented_worms,ENCSP1,3,0.086,34.88372093023256,10,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Rhyacophila,RHYPEL,1,0.093,10.75268817204301,1,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.03,Capniidae,CAPSP2,1,0.093,10.75268817204301,3,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Nematoda,NEMSP,3,0.093,32.25806451612903,5,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Rhyacophila,RHYBET,4,0.093,43.01075268817204,1,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.05,Neophylax,NEOSP13,20,0.093,215.05376344086022,3,scr
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,hess,MCRA.20170801.HESS.01,segmented_worms,ENCSP1,24,0.086,279.0697674418605,10,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.02,Calineuria,CALCAL,1,0.093,10.75268817204301,2,prd
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Visoka,VISCAT,5,0.093,53.763440860215056,0,sh
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,midges,MICSP6,3,0.093,32.25806451612903,7,cf
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Baetis,BAESP2,17,0.093,182.7956989247312,4,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.01,Drunella,DRUDOD,8,0.093,86.02150537634408,0,cg
MCRA,2017-08-01,2017,14:30:00,Summer,Summer 2017,stepPool,surber,MCRA.20170801.SURBER.04,Rhyacophila,RHYBET,2,0.093,21.50537634408602,1,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,Atractides,ATRSP3,1,0.093,10.75268817204301,8,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,Baetis,BAETRI,1,0.093,10.75268817204301,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.5,Sweltsa,SWESP,3,0.093,32.25806451612903,0,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.4,midges,TANSP11,1,0.093,10.75268817204301,6,cf
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.4,Lepidostoma,LEPSP20,10,0.093,107.52688172043011,1,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.5,midges,THIGRO,3,0.093,32.25806451612903,6,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,NA,NEOOCC,1,0.093,10.75268817204301,NA,NA
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,Baetis,BAETRI,1,0.093,10.75268817204301,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.7,Drunella,DRUDOD,2,0.093,21.50537634408602,0,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.5,Torrenticola,TORSP6,29,0.093,311.8279569892473,5,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,midges,CORSP19,1,0.093,10.75268817204301,4,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.7,Diphetor,DIPHAG,23,0.093,247.31182795698925,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,Leptophlebiidae,LEPSP4,5,0.093,53.763440860215056,4,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,Heterlimnius,HETCOR,1,0.093,10.75268817204301,4,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,Oligophlebodes,OLISP6,1,0.093,10.75268817204301,0,scr
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,Glossosoma,GLOSP3,2,0.093,21.50537634408602,0,scr
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,segmented_worms,ENCSP1,1,0.093,10.75268817204301,10,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.4,Polycelis,POLSP17,2,0.093,21.50537634408602,1,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.5,Micrasema,MICSP3,78,0.093,838.7096774193549,2,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,Peltoperlidae,PELSP1,2,0.093,21.50537634408602,0,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,Cinygmula,CINSP1,1,0.093,10.75268817204301,2,scr
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,midges,MICSP6,3,0.093,32.25806451612903,7,cf
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,NA,RHYARN,1,0.093,10.75268817204301,NA,NA
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.3,Atractides,ATRSP3,2,0.093,21.50537634408602,8,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.7,Aturidae,ATUSP,2,0.093,21.50537634408602,5,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.5,Ephemerellidae,EPHSP1,3,0.093,32.25806451612903,2,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,Aturidae,ATUSP,6,0.093,64.51612903225806,5,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,midges,TANSP8,1,0.093,10.75268817204301,6,cf
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,Lepidostoma,LEPSP20,17,0.093,182.7956989247312,1,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.3,Leuctridae,LEUSP2,4,0.093,43.01075268817204,0,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.5,Lepidostoma,LEPSP20,73,0.093,784.9462365591398,1,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,Ephemerellidae,EPHSP1,8,0.093,86.02150537634408,2,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,midges,THISP2,1,0.093,10.75268817204301,5,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,midges,PARSP26,1,0.093,10.75268817204301,5,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.7,Leuctridae,LEUSP2,2,0.093,21.50537634408602,0,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,Acari,ACASP1,3,0.093,32.25806451612903,6,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,Stygothrombium,STYSP11,1,0.093,10.75268817204301,5,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,midges,LARSP,1,0.093,10.75268817204301,6,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,midges,ZAVSP,1,0.093,10.75268817204301,8,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,midges,TVEBAV,2,0.093,21.50537634408602,4,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,segmented_worms,ENCSP1,3,0.093,32.25806451612903,10,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,Baetis,BAETRI,1,0.093,10.75268817204301,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,Sweltsa,SWESP,1,0.093,10.75268817204301,0,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.7,Cinygmula,CINSP1,2,0.093,21.50537634408602,2,scr
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,Micrasema,MICSP3,3,0.093,32.25806451612903,2,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,Cinygmula,CINSP1,1,0.093,10.75268817204301,2,scr
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,midges,CRISP6,2,0.093,21.50537634408602,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,Sweltsa,SWESP,6,0.093,64.51612903225806,0,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.4,Kathroperla,KATSP1,1,0.093,10.75268817204301,0,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.3,Drunella,DRUSPI,2,0.093,21.50537634408602,0,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.4,Sweltsa,SWESP,6,0.093,64.51612903225806,0,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,Lara,LARSP1,1,0.093,10.75268817204301,4,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.8,Leptophlebiidae,LEPSP4,1,0.093,10.75268817204301,4,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,segmented_worms,ENCSP1,5,0.093,53.763440860215056,10,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,segmented_worms,ENCSP1,1,0.093,10.75268817204301,10,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,Baetis,BAETRI,6,0.093,64.51612903225806,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.7,segmented_worms,ENCSP1,16,0.093,172.04301075268816,10,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.4,Acari,ACASP1,1,0.093,10.75268817204301,6,prd
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.3,Diphetor,DIPHAG,26,0.093,279.5698924731183,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,Baetis,BAETRI,1,0.093,10.75268817204301,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,Elmidae,ELMSP,5,0.093,53.763440860215056,5,scr
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,midges,BRISP,1,0.093,10.75268817204301,6,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,midges,PARSP26,2,0.093,21.50537634408602,5,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.6,Micrasema,MICSP3,21,0.093,225.80645161290323,2,sh
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.2,Heterlimnius,HETCOR,2,0.093,21.50537634408602,4,cg
MCRA,2017-09-25,2017,16:42:00,Fall,Fall 2017,stepPool,surber,MCRA.20170925.SURBER.1,Capniidae,CAPSP2,10,0.093,107.52688172043011,3,sh
